DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
5127206,1,3,1,,2,1,1551.4585236,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127207,1,3,1,,2,1,1568.1812059,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127209,1,1,1,,2,1,4260.2151347,27,2020,01,202001,80,1,2,3,2,,,1,2,,2,,,,,2
5127210,1,2,1,,2,1,5082.3633728,27,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5127211,1,1,1,,2,1,3771.3740134,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127211,1,2,1,,2,1,3771.3740134,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127211,1,3,1,,2,1,3771.3740134,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127212,1,2,1,,2,1,2116.1822975,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127213,1,2,1,,2,1,5356.1083352,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127213,1,3,1,,2,1,5356.1083352,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127214,1,2,1,,2,1,6213.3245154,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127215,1,3,1,,2,1,2993.0709861,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127221,1,1,1,,2,1,615.08834121,27,2020,01,202001,80,1,1,8,2,,,1,2,,2,,1,40,500000,2
5127221,1,2,1,,2,1,615.08834121,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127222,1,2,1,,2,1,940.98969953,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127223,1,1,1,,2,1,2401.4277063,27,2020,01,202001,80,1,2,8,2,,,1,2,,2,,1,40,600000,2
5127223,1,2,1,,2,1,2401.4277063,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127223,1,3,1,,2,1,2401.4277063,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127224,1,2,1,,2,1,1421.4511556,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127224,1,3,1,,2,1,1421.4511556,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127224,1,4,1,,2,1,1421.4511556,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127226,1,2,1,,2,1,1411.1426137,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127227,1,1,1,,2,1,2316.6764925,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127228,1,2,1,,2,1,866.01374485,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127229,1,1,1,,2,1,1893.1548441,27,2020,01,202001,80,1,1,8,2,,,1,2,,2,,1,40,500000,2
5127229,1,2,1,,2,1,1893.1548441,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127229,1,4,1,,2,1,1893.1548441,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127230,1,1,1,,2,1,2273.4063454,27,2020,01,202001,80,1,1,8,2,,,1,2,,2,,1,60,450000,2
5127230,1,2,1,,2,1,2273.4063454,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127230,1,4,1,,2,1,2273.4063454,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127231,1,2,1,,2,1,2064.692802,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127232,1,1,1,,2,1,2391.9922799,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127232,1,2,1,,2,1,2391.9922799,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127234,1,2,1,,2,1,748.07392402,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127234,1,3,1,,2,1,748.07392402,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127236,1,2,1,,2,1,1708.7910717,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127237,1,1,1,,2,1,1633.311312,27,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5127238,1,1,1,,2,1,2275.9438718,27,2020,01,202001,80,2,,,,1,2,1,2,,2,,,,,2
5127238,1,2,1,,2,1,2275.9438718,27,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5127239,1,1,1,,2,1,2275.9438718,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127239,1,2,1,,2,1,2275.9438718,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127240,1,2,1,,2,1,2064.692802,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127241,1,2,1,,2,1,1175.8816055,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127242,1,1,1,,2,1,615.08834121,27,2020,01,202001,80,2,,,,2,,,3,,2,,,,,3
5127242,1,3,1,,2,1,615.08834121,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,20,300000,2
5127242,1,5,1,,2,1,615.08834121,27,2020,01,202001,80,1,2,8,2,,,1,2,,2,,1,50,500000,2
5127242,1,7,1,,2,1,615.08834121,27,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5127243,1,2,1,,2,1,1692.0683893,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127244,1,2,1,,2,1,1956.2714826,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127245,1,1,1,,2,1,2460.3533648,27,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5127247,1,2,1,,2,1,2065.0326347,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127247,1,3,1,,2,1,2065.0326347,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127249,1,2,1,,2,1,1399.7406283,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127252,1,2,1,,1,1,436.11656544,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127253,1,2,1,,1,1,436.11656544,27,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5127254,1,2,1,,1,1,648.47583587,27,2020,01,202001,80,1,9,6,2,,,1,1,2,2,,1,40,840000,1
5127256,1,2,1,,1,1,497.59099693,27,2020,01,202001,80,1,2,6,2,,,11,2,,2,,,,,2
5127257,1,1,1,,1,1,698.17664104,27,2020,01,202001,80,1,4,8,2,,,8,2,,2,,1,40,828116,2
5127258,1,3,1,,1,1,291.84301816,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127259,1,1,1,,1,1,548.14017833,27,2020,01,202001,80,1,2,5,2,,,10,3,,2,,,,,3
5127262,1,2,1,,1,1,1145.6107261,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,840000,2
5127262,1,3,1,,1,1,1145.6107261,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127263,1,2,1,,1,1,671.3793783,27,2020,01,202001,80,1,4,8,2,,,9,1,1,2,,,,,1
5127264,1,1,1,,1,1,522.5581815,27,2020,01,202001,80,2,,,,1,1,4,2,,2,,,,,2
5127264,1,3,1,,1,1,522.5581815,27,2020,01,202001,80,1,4,8,2,,,1,2,,2,,,,,2
5127265,1,3,1,,1,1,538.43336282,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127265,1,4,1,,1,1,538.43336282,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127267,1,1,1,,1,1,394.92028478,27,2020,01,202001,80,1,3,4,2,,,9,2,,2,,,,,2
5127267,1,2,1,,1,1,394.92028478,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127269,1,1,1,,1,1,291.84301816,27,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5127269,1,2,1,,1,1,291.84301816,27,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5127270,1,1,1,,1,1,512.16552791,27,2020,01,202001,80,1,4,6,2,,,8,2,,2,,,,,2
5127272,1,2,1,,1,1,911.04088792,27,2020,01,202001,80,1,1,3,2,,,9,2,,2,,1,40,828116,2
5127273,1,2,1,,1,1,851.22157602,27,2020,01,202001,80,1,1,4,2,,,4,2,,2,,,,,2
5127273,1,3,1,,1,1,851.22157602,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127275,1,1,1,,1,1,291.84301816,27,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5127275,1,3,1,,1,1,291.84301816,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127276,1,1,1,,1,1,548.14017833,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127277,1,2,1,,1,1,455.45302936,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127277,1,4,1,,1,1,455.45302936,27,2020,01,202001,80,1,1,2,2,,,2,2,,2,,2,,600000,2
5127278,1,1,1,,1,1,394.92028478,27,2020,01,202001,80,1,1,5,2,,,10,3,,2,,,,,3
5127278,1,2,1,,1,1,394.92028478,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127279,1,1,1,,1,1,444.92699864,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,600000,2
5127279,1,3,1,,1,1,444.92699864,27,2020,01,202001,80,1,3,3,2,,,1,2,,2,,1,40,800000,2
5127280,1,1,1,,1,1,380.3457538,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127280,1,2,1,,1,1,380.3457538,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127281,1,1,1,,1,1,548.14017833,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127282,1,2,1,,1,1,427.78755398,27,2020,01,202001,80,1,4,9,2,,,9,2,,2,,,,,2
5127283,1,1,1,,1,1,525.74161234,27,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5127284,1,2,1,,1,1,479.55516997,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127284,1,5,1,,1,1,479.55516997,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127286,1,3,1,,1,1,291.84301816,27,2020,01,202001,80,1,4,3,2,,,11,2,,2,,,,,2
5127288,1,2,1,,1,1,373.05991356,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127290,1,1,1,,1,1,548.14017833,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127291,1,2,1,,1,1,1027.6228892,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127291,1,3,1,,1,1,1027.6228892,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127291,1,4,1,,1,1,1027.6228892,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127292,1,1,1,,1,1,603.7360314,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127292,1,2,1,,1,1,603.7360314,27,2020,01,202001,80,1,2,8,2,,,9,2,,2,,,,,2
5127293,1,3,1,,1,1,294.02546651,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127296,1,4,1,,1,1,509.76009889,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127296,1,5,1,,1,1,509.76009889,27,2020,01,202001,80,1,3,4,2,,,8,2,,2,,,,,2
5127296,1,6,1,,1,1,509.76009889,27,2020,01,202001,80,1,1,2,2,,,2,2,,2,,,,,2
5127297,1,1,1,,1,1,605.13929558,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127297,1,3,1,,1,1,605.13929558,27,2020,01,202001,80,1,2,8,2,,,1,2,,2,,1,40,840000,2
5127298,1,2,1,,1,1,659.62132368,27,2020,01,202001,80,1,2,3,2,,,9,2,,2,,1,40,350000,2
5127301,1,1,1,,1,1,291.84301816,27,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5127302,1,1,1,,1,1,291.84301816,27,2020,01,202001,80,1,2,5,2,,,10,3,,2,,,,,3
5127302,1,2,1,,1,1,291.84301816,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127302,1,3,1,,1,1,291.84301816,27,2020,01,202001,80,1,4,6,2,,,8,2,,2,,,,,2
5127302,1,4,1,,1,1,291.84301816,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127303,1,2,1,,1,1,653.93074353,27,2020,01,202001,80,1,4,6,2,,,4,2,,2,,,,,2
5127304,1,2,1,,1,1,648.47583587,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127305,1,1,1,,1,1,548.14017833,27,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5127306,1,1,1,,1,1,605.13929558,27,2020,01,202001,80,1,1,8,2,,,8,2,,2,,1,40,840000,2
5127306,1,2,1,,1,1,605.13929558,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127307,1,1,1,,1,1,802.43012807,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127307,1,2,1,,1,1,802.43012807,27,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5127307,1,3,1,,1,1,802.43012807,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127309,1,1,1,,1,1,1167.3720727,27,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5127309,1,2,1,,1,1,1167.3720727,27,2020,01,202001,80,1,2,6,2,,,1,2,,2,,1,40,840000,2
5127309,1,3,1,,1,1,1167.3720727,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,840000,2
5127309,1,4,1,,1,1,1167.3720727,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127311,1,1,1,,1,1,291.84301816,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127311,1,2,1,,1,1,291.84301816,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127311,1,7,1,,1,1,291.84301816,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127312,1,1,1,,1,1,548.14017833,27,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5127314,1,1,1,,1,1,837.21867761,27,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5127314,1,2,1,,1,1,837.21867761,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127314,1,3,1,,1,1,837.21867761,27,2020,01,202001,80,1,4,6,2,,,1,2,,2,,1,40,840000,2
5127317,1,1,1,,1,1,544.95674749,27,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5127317,1,2,1,,1,1,544.95674749,27,2020,01,202001,80,1,4,5,2,,,4,3,,2,,,,,3
5127320,1,1,1,,1,1,544.95674749,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127320,1,2,1,,1,1,544.95674749,27,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5127321,1,2,1,,1,1,608.32272642,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127322,1,3,1,,1,1,458.6364602,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127323,1,2,1,,1,1,358.48538258,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127325,1,2,1,,1,1,680.1898115,27,2020,01,202001,80,1,4,9,2,,,7,2,,2,,,,,2
5127325,1,4,1,,1,1,680.1898115,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127326,1,3,1,,1,1,774.5315122,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127327,1,2,1,,1,1,845.22761918,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127328,1,3,1,,1,1,995.08912332,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127328,1,4,1,,1,1,995.08912332,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127328,1,5,1,,1,1,995.08912332,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127329,1,1,1,,1,1,548.14017833,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127330,1,1,1,,1,1,544.95674749,27,2020,01,202001,80,1,4,6,2,,,8,2,,2,,,,,2
5127330,1,2,1,,1,1,544.95674749,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127331,1,1,1,,1,1,1084.4623148,27,2020,01,202001,80,1,3,5,2,,,4,3,,2,,,,,3
5127331,1,2,1,,1,1,1084.4623148,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127332,1,1,1,,1,1,698.17664104,27,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5127333,1,1,1,,1,1,544.95674749,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127333,1,2,1,,1,1,544.95674749,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127334,1,1,1,,1,1,533.56564735,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127335,1,2,1,,1,1,976.91401616,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127336,1,1,1,,1,1,548.14017833,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127337,1,2,1,,1,1,593.74819544,27,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5127338,1,2,1,,1,1,1008.4353487,27,2020,01,202001,80,1,1,8,2,,,1,2,,2,,,,,2
5127339,1,2,1,,1,1,1084.8891288,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127340,1,1,1,,2,1,1822.3399229,27,2020,01,202001,80,2,,,,2,,,3,,2,,,,,3
5127341,1,2,1,,2,1,615.08834121,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127342,1,2,1,,2,1,1121.0381694,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127342,1,3,1,,2,1,1121.0381694,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127342,1,4,1,,2,1,1121.0381694,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127343,1,1,1,,2,1,1915.1763619,27,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5127343,1,2,1,,2,1,1915.1763619,27,2020,01,202001,80,1,1,8,2,,,1,2,,2,,1,40,840000,2
5127343,1,3,1,,2,1,1915.1763619,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,600000,2
5127347,1,3,1,,2,1,1762.0829278,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127348,1,1,1,,2,1,1660.8199126,27,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5127349,1,5,1,,2,1,615.08834121,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127351,1,2,1,,2,1,1725.5137541,27,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5127354,1,1,1,,2,1,1660.8199126,27,2020,01,202001,80,1,4,9,2,,,8,2,,2,,,,,2
5127355,1,2,1,,2,1,786.81812417,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127355,1,3,1,,2,1,786.81812417,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,840000,2
5127356,1,1,1,,2,1,1031.174726,27,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5127356,1,2,1,,2,1,1031.174726,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127358,1,1,1,,2,1,1031.174726,27,2020,01,202001,80,1,2,6,2,,,8,2,,2,,,,,2
5127358,1,2,1,,2,1,1031.174726,27,2020,01,202001,80,1,4,5,2,,,10,2,,2,,,,,2
5127360,1,1,1,,2,1,615.08834121,27,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5127361,1,2,1,,2,1,1728.6375631,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127388,1,2,1,,1,1,1747.2509684,52,2020,01,202001,80,1,1,7,2,,,12,2,,1,828116,1,48,877803,2
5127388,1,3,1,,1,1,1747.2509684,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127390,1,3,1,,1,1,698.8402035,52,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5127391,1,4,1,,1,1,1470.4695377,52,2020,01,202001,80,1,1,8,2,,,9,2,,2,,1,30,500000,2
5127392,1,2,1,,1,1,1995.6626393,52,2020,01,202001,80,1,2,8,2,,,9,2,,2,,1,24,400000,2
5127394,1,3,1,,1,1,2200.5821595,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127398,1,2,1,,1,1,1561.3572233,52,2020,01,202001,80,1,2,7,2,,,9,2,,2,,,,,2
5127398,1,3,1,,1,1,1561.3572233,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127401,1,3,1,,1,1,1184.6370575,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127408,1,2,1,,1,1,698.8402035,52,2020,01,202001,80,1,1,8,2,,,9,2,,2,,,,,2
5127408,1,5,1,,1,1,698.8402035,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127408,1,6,1,,1,1,698.8402035,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127408,1,7,1,,1,1,698.8402035,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127409,1,1,1,,1,1,731.78508363,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127409,1,4,1,,1,1,731.78508363,52,2020,01,202001,80,1,1,9,2,,,9,2,,2,,,,,2
5127411,1,2,1,,1,1,967.08387197,52,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5127414,1,1,1,,1,1,1868.2948106,52,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5127414,1,2,1,,1,1,1868.2948106,52,2020,01,202001,80,2,,,,1,1,2,2,,2,,1,40,877803,2
5127418,1,1,1,,1,1,1820.8393508,52,2020,01,202001,80,2,,,,2,,,3,,2,,,,,3
5127418,1,2,1,,1,1,1820.8393508,52,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5127421,1,2,1,,1,1,1671.5999835,52,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5127422,1,2,1,,1,1,1326.3578696,52,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5127423,1,1,1,,1,1,2795.360814,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127423,1,3,1,,1,1,2795.360814,52,2020,01,202001,80,1,1,8,2,,,12,2,,1,480000,1,40,400000,2
5127423,2,3,2,,1,1,2795.360814,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127424,1,3,1,,1,1,2180.1503082,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127424,1,5,1,,1,1,2180.1503082,52,2020,01,202001,80,1,1,2,2,,,2,2,,2,,,,,2
5127425,1,2,1,,1,1,910.20843229,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127426,1,2,1,,1,1,893.32020874,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127427,1,4,1,,1,1,730.49428957,52,2020,01,202001,80,1,1,2,2,,,2,2,,2,,,,,2
5127430,1,2,1,,1,1,1632.6297598,52,2020,01,202001,80,1,4,3,2,,,4,2,,2,,,,,2
5127431,1,3,1,,1,1,1289.319454,52,2020,01,202001,80,1,1,2,2,,,2,2,,2,,,,,2
5127431,1,4,1,,1,1,1289.319454,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127436,1,1,1,,1,1,1449.0518606,52,2020,01,202001,80,1,4,7,2,,,9,2,,2,,,,,2
5127436,1,3,1,,1,1,1449.0518606,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127442,1,1,1,,1,1,2038.3145129,52,2020,01,202001,80,1,2,7,2,,,2,2,,2,,,,,2
5127442,1,3,1,,1,1,2038.3145129,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127446,1,5,1,,1,1,1007.4229131,52,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5127446,1,6,1,,1,1,1007.4229131,52,2020,01,202001,80,1,4,3,2,,,4,2,,2,,,,,2
5127448,1,3,1,,2,1,4684.1927937,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127449,1,1,1,,2,1,1967.4437025,52,2020,01,202001,80,1,4,4,2,,,4,2,,1,60000,,,,2
5127449,1,3,1,,2,1,1967.4437025,52,2020,01,202001,80,1,1,8,2,,,9,2,,2,,1,30,1000000,2
5127449,1,7,1,,2,1,1967.4437025,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127450,1,3,1,,2,1,4475.3408049,52,2020,01,202001,80,1,2,8,2,,,1,2,,2,,,,,2
5127450,1,5,1,,2,1,4475.3408049,52,2020,01,202001,80,1,1,8,2,,,2,2,,2,,,,,2
5127451,1,2,1,,2,1,1967.4437025,52,2020,01,202001,80,1,4,3,2,,,4,2,,2,,,,,2
5127451,1,5,1,,2,1,1967.4437025,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127452,1,2,1,,2,1,3335.8537219,52,2020,01,202001,80,1,1,8,2,,,9,2,,2,,,,,2
5127453,1,1,1,,2,1,3554.2851688,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127454,1,2,1,,2,1,1967.4437025,52,2020,01,202001,80,1,1,4,2,,,9,2,,2,,,,,2
5127455,1,1,1,,2,1,6239.9268282,52,2020,01,202001,80,1,1,4,2,,,4,2,,2,,,,,2
5127455,1,3,1,,2,1,6239.9268282,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127456,1,2,1,,2,1,1967.4437025,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127457,1,1,1,,2,1,4693.7722518,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127457,1,3,1,,2,1,4693.7722518,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127458,1,5,1,,2,1,1967.4437025,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127460,1,1,1,,2,1,1967.4437025,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127460,1,2,1,,2,1,1967.4437025,52,2020,01,202001,80,1,1,8,2,,,8,2,,2,,2,,300000,2
5127461,1,2,1,,2,1,5519.2903872,52,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5127462,1,2,1,,2,1,3724.1984794,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127463,1,2,1,,2,1,5465.8006137,52,2020,01,202001,80,1,4,8,2,,,9,2,,2,,,,,2
5127464,1,2,1,,2,1,2275.8369782,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127465,1,2,1,,2,1,5412.3108401,52,2020,01,202001,80,1,1,3,2,,,9,2,,1,100000,,,,2
5127466,1,2,1,,2,1,5465.8006137,52,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5127467,1,1,1,,2,1,5636.2618624,52,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5127468,1,2,1,,1,1,838.97566413,52,2020,01,202001,80,1,1,8,2,,,9,2,,2,,,,,2
5127468,1,4,1,,1,1,838.97566413,52,2020,01,202001,80,1,1,8,2,,,1,2,,2,,1,40,200000,2
5127468,1,5,1,,1,1,838.97566413,52,2020,01,202001,80,1,1,8,2,,,1,2,,2,,,,,2
5127472,1,1,1,,2,1,2889.1008858,52,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5127475,1,2,1,,2,1,1967.4437025,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
