DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
5114870,1,2,1,23,1,1,240.36483881,23,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114872,1,1,1,23,1,1,218.34080348,23,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114874,1,1,1,23,1,1,218.43462486,23,2020,01,202001,80,1,1,8,2,,,12,2,,1,828116,1,48,828116,2
5114874,1,2,1,23,1,1,218.43462486,23,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5114875,1,3,1,23,1,1,92.789163722,23,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114875,1,4,1,23,1,1,92.789163722,23,2020,01,202001,80,1,4,1,2,,,9,2,,2,,,,,2
5114876,1,2,1,23,1,1,189.26556283,23,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114876,1,3,1,23,1,1,189.26556283,23,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114876,1,4,1,23,1,1,189.26556283,23,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5114885,1,3,1,27,1,1,76.440850564,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114885,1,4,1,27,1,1,76.440850564,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114886,1,1,1,27,1,1,71.027154296,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114887,1,2,1,27,1,1,46.882076707,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,48,500000,2
5114888,1,1,1,27,1,1,71.027154296,27,2020,01,202001,80,1,4,9,2,,,8,2,,2,,,,,2
5114889,1,1,1,27,1,1,68.16945577,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114889,1,3,1,27,1,1,68.16945577,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114889,1,6,1,27,1,1,68.16945577,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114890,1,3,1,27,1,1,67.863194623,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114893,1,1,1,27,1,1,83.266171358,27,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5114894,1,2,1,27,1,1,70.23226363,27,2020,01,202001,80,1,4,8,2,,,1,2,,2,,,,,2
5114897,1,3,1,27,1,1,85.298469236,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114898,1,2,1,27,1,1,70.987114539,27,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5114898,1,3,1,27,1,1,70.987114539,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114900,1,4,1,27,1,1,59.100248145,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114901,1,3,1,27,1,1,62.701412494,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114902,1,5,1,27,1,1,76.610914335,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114903,1,2,1,27,1,1,87.718937603,27,2020,01,202001,80,1,1,3,2,,,9,2,,2,,2,,400000,2
5114903,1,3,1,27,1,1,87.718937603,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114909,1,1,1,27,1,1,78.199298684,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114910,1,2,1,27,1,1,78.681187936,27,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5114912,1,2,1,27,1,1,171.31664581,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114912,1,3,1,27,1,1,171.31664581,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114912,1,4,1,27,1,1,171.31664581,27,2020,01,202001,80,1,2,5,2,,,10,3,,2,,,,,3
5114913,1,1,1,41,1,1,131.34500386,41,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5114913,1,2,1,41,1,1,131.34500386,41,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5114914,1,1,1,41,1,1,142.11953867,41,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5114914,1,2,1,41,1,1,142.11953867,41,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114916,1,3,1,41,1,1,117.93016141,41,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114917,1,2,1,41,1,1,141.46040949,41,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5114917,1,4,1,41,1,1,141.46040949,41,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114918,1,1,1,41,1,1,201.89339617,41,2020,01,202001,80,1,1,6,2,,,3,2,,2,,1,45,700000,2
5114920,1,1,1,41,1,1,162.81602962,41,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114921,1,2,1,41,1,1,149.64486828,41,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5114923,1,1,1,41,1,1,162.81602962,41,2020,01,202001,80,1,4,3,2,,,10,3,,2,,,,,3
5114924,1,3,1,41,1,1,136.5004665,41,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114925,1,4,1,41,1,1,91.34022204,41,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114927,1,1,1,41,1,1,120.28162681,41,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114930,1,1,1,41,1,1,190.00345061,41,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114935,1,3,1,41,1,1,144.59575865,41,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114935,1,4,1,41,1,1,144.59575865,41,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114936,1,3,1,44,1,1,40.683216572,44,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114936,1,5,1,44,1,1,40.683216572,44,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5114940,1,2,1,44,1,1,43.673687445,44,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5114940,1,3,1,44,1,1,43.673687445,44,2020,01,202001,80,1,4,9,2,,,8,2,,2,,,,,2
5114941,1,1,1,44,1,1,76.953732745,44,2020,01,202001,80,1,3,3,2,,,9,2,,2,,2,,98,2
5114942,1,2,1,44,1,1,121.35271267,44,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,100000,2
5114943,1,4,1,44,1,1,112.23121325,44,2020,01,202001,80,1,1,8,2,,,2,2,,2,,2,,500000,2
5114943,1,5,1,44,1,1,112.23121325,44,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114944,1,2,1,44,1,1,86.921547884,44,2020,01,202001,80,2,,,,2,,,2,,2,,2,,500000,2
5114945,1,1,1,44,1,1,43.134916617,44,2020,01,202001,80,1,3,8,1,,2,1,2,,2,,1,40,800000,2
5114947,1,4,1,44,1,1,38.403987147,44,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,98,2
5114948,1,2,1,44,1,1,44.177040292,44,2020,01,202001,80,1,1,8,2,,,2,2,,2,,1,20,800000,2
5114949,1,2,1,44,1,1,57.234025559,44,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114949,1,3,1,44,1,1,57.234025559,44,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114949,1,4,1,44,1,1,57.234025559,44,2020,01,202001,80,1,1,8,2,,,1,2,,2,,1,40,877802,2
5114951,1,1,1,44,1,1,82.100371596,44,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5114951,1,2,1,44,1,1,82.100371596,44,2020,01,202001,80,1,4,3,2,,,9,2,,2,,1,20,200000,2
5114951,1,3,1,44,1,1,82.100371596,44,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114954,1,2,1,44,1,1,70.415887418,44,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114960,1,2,1,47,1,1,159.84908367,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114960,1,6,1,47,1,1,159.84908367,47,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5114962,1,1,1,47,1,1,154.54876526,47,2020,01,202001,80,1,4,9,2,,,8,2,,2,,,,,2
5114962,1,6,1,47,1,1,154.54876526,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114968,1,2,1,47,1,1,163.23047276,47,2020,01,202001,80,1,4,6,2,,,8,2,,2,,,,,2
5114969,1,1,1,47,1,1,196.12279029,47,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5114969,1,2,1,47,1,1,196.12279029,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114972,1,3,1,47,1,1,150.61055553,47,2020,01,202001,80,1,1,8,2,,,6,2,,2,,1,48,828116,2
5114972,1,4,1,47,1,1,150.61055553,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114973,1,4,1,47,1,1,149.22908792,47,2020,01,202001,80,1,2,8,1,,1,5,2,,2,,,,,2
5114976,1,2,1,47,1,1,153.58728812,47,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5114976,1,5,1,47,1,1,153.58728812,47,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114978,1,2,1,47,1,1,187.18081447,47,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5114978,1,3,1,47,1,1,187.18081447,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114979,1,1,1,47,1,1,149.1757794,47,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5114981,1,1,1,47,1,1,177.8723988,47,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5114981,1,2,1,47,1,1,177.8723988,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114982,1,2,1,47,1,1,181.50956311,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114983,1,2,1,47,1,1,172.4966663,47,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5114983,1,5,1,47,1,1,172.4966663,47,2020,01,202001,80,1,4,5,2,,,8,3,,2,,,,,3
5114985,1,1,1,47,1,1,161.19307419,47,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5114986,1,1,1,47,1,1,184.10549549,47,2020,01,202001,80,1,3,7,1,,1,8,1,1,2,,,,,1
5114986,1,2,1,47,1,1,184.10549549,47,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114991,1,2,1,47,1,1,178.48476845,47,2020,01,202001,80,1,4,8,2,,,1,2,,2,,,,,2
5114991,1,5,1,47,1,1,178.48476845,47,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5114992,1,2,1,47,1,1,152.13150602,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114993,1,1,1,47,1,1,202.94631179,47,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5114993,1,2,1,47,1,1,202.94631179,47,2020,01,202001,80,1,4,5,2,,,10,2,,2,,,,,2
5114993,1,4,1,47,1,1,202.94631179,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5114994,1,3,1,47,1,1,128.88798934,47,2020,01,202001,80,1,4,7,2,,,8,2,,2,,,,,2
5114998,1,1,1,47,1,1,181.36006832,47,2020,01,202001,80,1,4,7,2,,,4,2,,2,,,,,2
5114999,1,1,1,47,1,1,147.61866427,47,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115000,1,2,1,47,1,1,162.35374898,47,2020,01,202001,80,1,1,1,2,,,9,2,,2,,,,,2
5115002,1,2,1,47,1,1,123.70898795,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115003,1,3,1,47,1,1,124.62281524,47,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115005,1,1,1,47,1,1,148.40168918,47,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115005,1,2,1,47,1,1,148.40168918,47,2020,01,202001,80,1,4,8,2,,,8,2,,2,,,,,2
5115005,1,4,1,47,1,1,148.40168918,47,2020,01,202001,80,1,4,8,2,,,9,2,,2,,1,48,12000000,2
5115007,1,2,1,50,1,1,247.22113266,50,2020,01,202001,80,1,1,8,2,,,9,2,,2,,1,48,828000,2
5115008,1,4,1,50,1,1,233.4979721,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115009,1,1,1,50,1,1,293.31763912,50,2020,01,202001,80,1,3,5,2,,,10,3,,2,,,,,3
5115009,1,3,1,50,1,1,293.31763912,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115010,1,1,1,50,1,1,295.16002583,50,2020,01,202001,80,1,4,4,1,,4,1,2,,2,,1,48,877000,2
5115010,1,2,1,50,1,1,295.16002583,50,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115011,1,2,1,50,1,1,290.93563895,50,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115011,1,5,1,50,1,1,290.93563895,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115012,1,1,1,50,1,1,290.68210673,50,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115012,1,2,1,50,1,1,290.68210673,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115013,1,2,1,50,1,1,267.04616703,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115013,1,3,1,50,1,1,267.04616703,50,2020,01,202001,80,1,1,1,2,,,2,2,,2,,1,20,400000,2
5115013,1,4,1,50,1,1,267.04616703,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115014,1,7,1,50,1,1,227.10376767,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115015,1,4,1,50,1,1,234.69366178,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115016,1,3,1,50,1,1,271.88496371,50,2020,01,202001,80,1,2,2,2,,,2,2,,2,,,,,2
5115019,1,3,1,50,1,1,241.17806631,50,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,900000,2
5115021,1,6,1,50,1,1,284.19091385,50,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115022,1,3,1,50,1,1,251.49911788,50,2020,01,202001,80,1,1,8,2,,,1,2,,2,,,,,2
5115024,1,1,1,50,1,1,244.82910533,50,2020,01,202001,80,1,4,4,1,,1,9,2,,2,,1,50,1000000,2
5115024,1,4,1,50,1,1,244.82910533,50,2020,01,202001,80,1,1,8,1,,1,2,2,,2,,,,,2
5115024,1,5,1,50,1,1,244.82910533,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115024,1,6,1,50,1,1,244.82910533,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115026,1,1,1,50,1,1,241.30705832,50,2020,01,202001,80,1,2,7,2,,,10,3,,2,,,,,3
5115026,1,2,1,50,1,1,241.30705832,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115028,1,1,1,50,1,1,205.87027434,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115030,1,2,1,50,1,1,247.22113266,50,2020,01,202001,80,1,2,7,2,,,8,2,,2,,,,,2
5115033,1,2,1,50,1,1,289.43163473,50,2020,01,202001,80,1,2,3,2,,,9,2,,2,,2,,828000,2
5115035,1,4,1,50,1,1,244.4160103,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115039,1,1,1,50,1,1,263.78304348,50,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5115040,1,2,1,50,1,1,277.02198503,50,2020,01,202001,80,1,1,3,1,,1,9,2,,2,,2,,1300000,2
5115041,1,4,1,50,1,1,318.37284334,50,2020,01,202001,80,1,1,7,2,,,11,3,,2,,,,,3
5115042,1,2,1,50,1,1,209.68411498,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115042,1,3,1,50,1,1,209.68411498,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115042,1,4,1,50,1,1,209.68411498,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115045,1,2,1,50,1,1,207.19729259,50,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5115046,1,4,1,50,1,1,323.97224243,50,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115047,1,1,1,50,1,1,278.71453907,50,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115049,1,2,1,50,1,1,280.94685849,50,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5115049,1,3,1,50,1,1,280.94685849,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115052,1,2,1,50,1,1,201.99453255,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115052,1,4,1,50,1,1,201.99453255,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115053,1,2,1,50,1,1,262.54288027,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115054,1,1,1,50,1,1,238.81290266,50,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5115056,1,2,1,50,1,1,280.04155732,50,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115058,1,1,1,50,1,1,205.87027434,50,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115060,1,3,1,50,1,1,232.12485571,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115065,1,1,1,50,1,1,261.70202905,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115065,1,2,1,50,1,1,261.70202905,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115070,1,1,1,50,1,1,230.20862263,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115070,1,2,1,50,1,1,230.20862263,50,2020,01,202001,80,1,1,3,2,,,10,3,,2,,,,,3
5115077,1,1,1,50,1,1,318.20752507,50,2020,01,202001,80,1,4,5,2,,,8,3,,2,,,,,3
5115077,1,3,1,50,1,1,318.20752507,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115077,1,6,1,50,1,1,318.20752507,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115082,1,2,1,50,1,1,217.09270532,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115082,1,4,1,50,1,1,217.09270532,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115083,1,2,1,50,1,1,228.26600463,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115084,1,1,1,50,1,1,198.43671017,50,2020,01,202001,80,1,4,7,2,,,11,2,,2,,,,,2
5115084,1,2,1,50,1,1,198.43671017,50,2020,01,202001,80,1,1,8,2,,,4,2,,2,,1,48,877000,2
5115084,1,5,1,50,1,1,198.43671017,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115085,1,2,1,50,1,1,267.80210524,50,2020,01,202001,80,1,1,8,2,,,9,2,,2,,1,48,877000,2
5115087,1,1,1,50,1,1,203.88107347,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115087,1,2,1,50,1,1,203.88107347,50,2020,01,202001,80,1,2,1,2,,,5,2,,2,,1,30,900000,2
5115087,1,4,1,50,1,1,203.88107347,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115094,1,2,1,50,1,1,226.3125851,50,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,900000,2
5115094,1,3,1,50,1,1,226.3125851,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115095,1,4,1,50,1,1,325.03552861,50,2020,01,202001,80,1,1,8,2,,,2,2,,2,,,,,2
5115098,1,1,1,50,1,1,278.21946634,50,2020,01,202001,80,1,1,6,2,,,9,2,,2,,,,,2
5115098,1,3,1,50,1,1,278.21946634,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115100,1,3,1,50,1,1,225.13539952,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115100,1,6,1,50,1,1,225.13539952,50,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115101,1,1,1,50,1,1,251.90195032,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115101,1,4,1,50,1,1,251.90195032,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115103,1,1,1,50,1,1,226.31991837,50,2020,01,202001,80,1,1,6,2,,,9,2,,2,,,,,2
5115106,1,2,1,50,1,1,253.32300049,50,2020,01,202001,80,1,3,2,2,,,9,2,,2,,1,48,820000,2
5115113,1,1,1,52,1,1,332.41465187,52,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115114,1,2,1,52,1,1,135.65182927,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115116,1,2,1,52,1,1,184.51621203,52,2020,01,202001,80,2,,,,2,,,2,,2,,2,,877803,2
5115118,1,1,1,52,1,1,225.17635959,52,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115118,1,2,1,52,1,1,225.17635959,52,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5115119,1,2,1,52,1,1,189.37648073,52,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5115119,1,4,1,52,1,1,189.37648073,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115119,1,5,1,52,1,1,189.37648073,52,2020,01,202001,80,1,3,3,2,,,2,2,,2,,,,,2
5115119,1,7,1,52,1,1,189.37648073,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115121,1,1,1,52,1,1,184.50116179,52,2020,01,202001,80,1,4,5,2,,,8,3,,2,,,,,3
5115122,1,4,1,52,1,1,200.99200894,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115123,1,2,1,52,1,1,262.72397917,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115124,1,1,1,52,1,1,124.40051681,52,2020,01,202001,80,1,3,5,2,,,10,3,,2,,,,,3
5115124,1,3,1,52,1,1,124.40051681,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115126,1,2,1,52,1,1,154.15193588,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115127,1,2,1,52,1,1,169.40259663,52,2020,01,202001,80,1,1,8,2,,,2,2,,2,,2,,1000000,2
5115128,1,2,1,52,1,1,267.15031455,52,2020,01,202001,80,1,1,8,2,,,8,2,,2,,1,40,300000,2
5115129,1,1,1,52,1,1,245.28251856,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115129,1,2,1,52,1,1,245.28251856,52,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115129,1,3,1,52,1,1,245.28251856,52,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5115129,1,4,1,52,1,1,245.28251856,52,2020,01,202001,80,1,2,3,2,,,9,2,,2,,2,,900000,2
5115129,1,6,1,52,1,1,245.28251856,52,2020,01,202001,80,1,2,3,2,,,4,2,,2,,,,,2
5115131,1,1,1,52,1,1,146.96859245,52,2020,01,202001,80,1,4,8,2,,,8,2,,2,,,,,2
5115131,1,3,1,52,1,1,146.96859245,52,2020,01,202001,80,1,1,8,2,,,2,2,,2,,,,,2
5115132,1,3,1,52,1,1,190.18280006,52,2020,01,202001,80,2,,,,2,,,2,,2,,2,,600000,2
5115133,1,1,1,52,1,1,219.56801241,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115133,1,2,1,52,1,1,219.56801241,52,2020,01,202001,80,1,4,3,2,,,4,2,,2,,,,,2
5115135,1,1,1,52,1,1,272.11160764,52,2020,01,202001,80,1,3,5,2,,,4,3,,2,,,,,3
5115136,1,4,1,52,1,1,118.70715105,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115137,1,2,1,52,1,1,184.51621203,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115138,1,1,1,52,1,1,255.93362019,52,2020,01,202001,80,1,1,3,2,,,11,2,,2,,2,,800000,2
5115139,1,3,1,52,1,1,198.77608149,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115140,1,1,1,52,1,1,159.5540123,52,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115141,1,1,1,52,1,1,232.1684825,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115143,1,2,1,52,1,1,207.08428767,52,2020,01,202001,80,1,3,2,2,,,2,2,,2,,1,40,877803,2
5115145,1,2,1,52,1,1,126.60001255,52,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,150000,2
5115147,1,2,1,52,1,1,181.62783423,52,2020,01,202001,80,1,1,2,2,,,2,2,,2,,2,,877803,2
5115148,1,2,1,54,1,1,440.69646177,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115148,1,3,1,54,1,1,440.69646177,54,2020,01,202001,80,1,3,6,1,,1,12,2,,2,,,,600000,2
5115149,1,2,1,54,1,1,325.14503525,54,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5115149,1,5,1,54,1,1,325.14503525,54,2020,01,202001,80,1,3,8,2,,,2,2,,2,,1,48,800000,2
5115150,1,3,1,54,1,1,391.69557885,54,2020,01,202001,80,1,4,8,2,,,8,2,,2,,,,,2
5115152,1,2,1,54,1,1,480.91438882,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115153,1,2,1,54,1,1,440.69646177,54,2020,01,202001,80,1,3,8,2,,,9,2,,2,,,,,2
5115153,1,3,1,54,1,1,440.69646177,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115155,1,2,1,54,1,1,551.72849702,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115155,1,4,1,54,1,1,551.72849702,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115157,1,2,1,54,1,1,459.28559507,54,2020,01,202001,80,1,2,2,2,,,2,2,,2,,,,,2
5115161,1,2,1,54,1,1,462.48456433,54,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115161,1,3,1,54,1,1,462.48456433,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115161,1,5,1,54,1,1,462.48456433,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115162,1,2,1,54,1,1,350.86131877,54,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115165,1,1,1,54,1,1,394.61587676,54,2020,01,202001,80,1,2,4,2,,,12,2,,2,,,,,2
5115166,1,2,1,54,1,1,487.9317908,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115170,1,1,1,54,1,1,373.31512301,54,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115170,1,2,1,54,1,1,373.31512301,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115172,1,3,1,54,1,1,280.71237877,54,2020,01,202001,80,1,4,8,2,,,9,2,,2,,,,,2
5115172,1,4,1,54,1,1,280.71237877,54,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115173,1,3,1,54,1,1,555.63659596,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115174,1,1,1,54,1,1,427.99518192,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115176,1,1,1,54,1,1,395.83647739,54,2020,01,202001,80,1,3,4,2,,,4,2,,2,,2,,98,2
5115176,1,2,1,54,1,1,395.83647739,54,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115177,1,3,1,54,1,1,262.33174491,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
